year	category	nominee	title	winner	imdb_id	imdb_img	song_title
1929	Best Director, Dramatic Picture	Frank Borzage	7th Heaven	True	nm0097648	https://m.media-amazon.com/images/M/MV5BNmM1MWM2OGQtMWRmOS00ZDg3LTg1ODUtN2JhNmMzNzc2MzJkXkEyXkFqcGdeQXVyNTUyMTMyMDg@._V1_.jpg	
1929	Best Director, Dramatic Picture	Herbert Brenon	Sorrell and Son	False	nm0107543	https://m.media-amazon.com/images/M/MV5BZDA4OWI0ZWEtNmEzZS00ZjgzLWI3ZWQtMGY4YTZmN2JmNmU2XkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1929	Best Director, Dramatic Picture	King Vidor	The Crowd	False	nm0896542	https://m.media-amazon.com/images/M/MV5BNGIxOTgxZjAtNmZlYy00MjA0LTk1ZjYtMjg5ZGRjMzliNDZjXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1929	Best Effects, Engineering Effects	Roy Pomeroy	Wings	True	nm0690120	None	
1929	Best Effects, Engineering Effects	Nugent Slaughter	Wings	False	nm0805521	None	
1929	Best Effects, Engineering Effects	Ralph Hammeras	Wings	False	nm0358518	None	
1929	Best Writing, Adaptation	Benjamin Glazer	7th Heaven	True	nm0322227	None	
1929	Best Writing, Adaptation	Anthony Coldeway	Glorious Betsy	False	nm0170401	None	
1929	Best Writing, Adaptation	Alfred A. Cohn	The Jazz Singer	False	nm0169879	None	
1929	Best Writing, Original Story	Ben Hecht	Underworld	True	nm0372942	https://m.media-amazon.com/images/M/MV5BNGMwMGI2NmItYjkwYy00N2FkLTlmNzUtNDI2YjU0ZTk1YzhlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1929	Best Writing, Original Story	Lajos Biró	The Last Command	False	nm0083742	https://m.media-amazon.com/images/M/MV5BNTg3MzZjMTAtMWI1Ny00OThjLWEwMzgtZDQ3NzllZTJlM2RjXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1929	Best Writing, Title Writing	Joseph Farnham	The Last Command	True	nm0267868	https://m.media-amazon.com/images/M/MV5BYWE3YmYyYTMtNmRhMS00OGYyLThmODUtZmNhOGI0NzY3NGRlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg	
1929	Best Writing, Title Writing	George Marion Jr.	The Last Command	False	nm0547938	None	
1929	Best Writing, Title Writing	Gerald C. Duffy	The Private Life of Helen of Troy	False	nm0240534	None	
1930	Best Actor in a Leading Role	Warner Baxter	In Old Arizona	True	nm0062828	https://m.media-amazon.com/images/M/MV5BMTQ3NTA0NDk0NV5BMl5BanBnXkFtZTYwMTUyNjU2._V1_.jpg	
1930	Best Actor in a Leading Role	Chester Morris	Alibi	False	nm0606431	https://m.media-amazon.com/images/M/MV5BMTI4OTc3MzAyMl5BMl5BanBnXkFtZTYwMTkwMDY2._V1_.jpg	
1930	Best Actor in a Leading Role	George Bancroft	Thunderbolt	False	nm0051628	https://m.media-amazon.com/images/M/MV5BN2Y3MzQzZGYtYmViNC00NDM5LWI3ZWEtNzEyMTVkMTY0ZGQ2XkEyXkFqcGdeQXVyMTQxMjk0Mg@@._V1_.jpg	
1930	Best Actor in a Leading Role	Lewis Stone	The Patriot	False	nm0832011	https://m.media-amazon.com/images/M/MV5BMjEwMDQyMjIzMl5BMl5BanBnXkFtZTgwNzc3MTI1MzE@._V1_.jpg	
1930	Best Actor in a Leading Role	Paul Muni	The Valiant	False	nm0612847	https://m.media-amazon.com/images/M/MV5BYTY1YzA5OTgtNDkwOC00MjNjLWJlNDQtM2M2MTg1NzEyYTUzXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1930	Best Actress in a Leading Role	Mary Pickford	Coquette	True	nm0681933	https://m.media-amazon.com/images/M/MV5BMTcxODkxOTExMl5BMl5BanBnXkFtZTgwMDIzNTQwMjE@._V1_.jpg	
1930	Best Actress in a Leading Role	Bessie Love	The Broadway Melody	False	nm0522281	https://m.media-amazon.com/images/M/MV5BMTUyMzIwMjU3MF5BMl5BanBnXkFtZTgwMTI0OTg0MzE@._V1_.jpg	
1930	Best Actress in a Leading Role	Betty Compson	The Barker	False	nm0173993	https://m.media-amazon.com/images/M/MV5BMTc3NTYzMTQ1Nl5BMl5BanBnXkFtZTYwMjc1ODU2._V1_.jpg	
1930	Best Actress in a Leading Role	Corinne Griffith	The Divine Lady	False	nm0341464	https://m.media-amazon.com/images/M/MV5BMTYwNjg0Mzg1OF5BMl5BanBnXkFtZTYwNTUxNjI2._V1_.jpg	
1930	Best Actress in a Leading Role	Jeanne Eagels	The Letter	False	nm0247074	https://m.media-amazon.com/images/M/MV5BMjI3MTYyMDA1OF5BMl5BanBnXkFtZTgwMzIyNjc3MTE@._V1_.jpg	
1930	Best Actress in a Leading Role	Ruth Chatterton	Madame X	False	nm0154183	https://m.media-amazon.com/images/M/MV5BMTA0Nzk3NDA4NjdeQTJeQWpwZ15BbWU2MDM0MTEzNg@@._V1_.jpg	
1930	Best Art Direction	Cedric Gibbons	The Bridge of San Luis Rey	True	nm0316539	https://m.media-amazon.com/images/M/MV5BYzM4MTkwMmMtNzYwMy00YzVhLWE1YjMtMWYyMjNhZDExMmM5XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1930	Best Art Direction	William Cameron Menzies	Alibi	False	nm0580017	https://m.media-amazon.com/images/M/MV5BZTI0MGIyNTctYmFmMS00MDNlLWIxZjQtNzdjMmIyMmVlY2JkXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1930	Best Art Direction	Mitchell Leisen	Dynamite	False	nm0500552	https://m.media-amazon.com/images/M/MV5BMzg1ZDhlNzItNzliMi00NTQxLWI4YTgtOTBiOWMyYzc5NTE3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1930	Best Art Direction	Harry Oliver	Street Angel	False	nm0646856	None	
1930	Best Art Direction	William Cameron Menzies	The Awakening	False	nm0580017	https://m.media-amazon.com/images/M/MV5BZTI0MGIyNTctYmFmMS00MDNlLWIxZjQtNzdjMmIyMmVlY2JkXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1930	Best Art Direction	Hans Dreier	The Patriot	False	nm0237417	https://m.media-amazon.com/images/M/MV5BZDk1ZGNlZGQtZjYwNS00OWU0LTkzOTAtZGNkMjAyN2U4Yzc0XkEyXkFqcGdeQXVyMjQwOTE1MzE@._V1_.jpg	
1930	Best Cinematography	Clyde De Vinna	White Shadows in the South Seas	True	nm0005682	https://m.media-amazon.com/images/M/MV5BNzhiNTE4ZTMtOWE1YS00Nzk1LTk1YjctZjYzNWQzNTMwMzg0XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1930	Best Cinematography	Ernest Palmer	4 Devils	False	nm0005823	None	
1930	Best Cinematography	Arthur Edeson	In Old Arizona	False	nm0249186	None	
1930	Best Cinematography	George Barnes	Our Dancing Daughters	False	nm0055604	https://m.media-amazon.com/images/M/MV5BYWMyMDJkODYtNWVmZC00ZjA1LTllM2UtYmE5ZjgyZjgyMjczXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1930	Best Cinematography	Ernest Palmer	Street Angel	False	nm0005823	None	
1930	Best Cinematography	John F. Seitz	The Divine Lady	False	nm0005870	https://m.media-amazon.com/images/M/MV5BNzFjNGQ1OGUtODJmOC00ZmIzLTgzYjMtMDU2ZDRhYjk5MGEyXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1930	Best Director	Frank Lloyd	The Divine Lady	True	nm0515979	https://m.media-amazon.com/images/M/MV5BMTUwNzA2NjMyNF5BMl5BanBnXkFtZTYwMjg0Njcy._V1_.jpg	
1930	Best Director	Ernst Lubitsch	The Patriot	False	nm0523932	https://m.media-amazon.com/images/M/MV5BMjEwMDI0ODEzMF5BMl5BanBnXkFtZTYwMDg2MjI2._V1_.jpg	
1930	Best Director	Frank Lloyd	Drag	False	nm0515979	https://m.media-amazon.com/images/M/MV5BMTUwNzA2NjMyNF5BMl5BanBnXkFtZTYwMjg0Njcy._V1_.jpg	
1930	Best Director	Frank Lloyd	Weary River	False	nm0515979	https://m.media-amazon.com/images/M/MV5BMTUwNzA2NjMyNF5BMl5BanBnXkFtZTYwMjg0Njcy._V1_.jpg	
1930	Best Director	Harry Beaumont	The Broadway Melody	False	nm0064600	https://m.media-amazon.com/images/M/MV5BZjgxOGIyOWEtYmJjYy00NzA1LWExYWUtZWYwZjNhYTdmY2QwXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1930	Best Director	Irving Cummings	In Old Arizona	False	nm0191899	https://m.media-amazon.com/images/M/MV5BNDA5MDU3YTYtZTJiZi00OTZlLWJhNTMtMzRjYTMzNTZkZGVjXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg	
1930	Best Director	Lionel Barrymore	Madame X	False	nm0000859	https://m.media-amazon.com/images/M/MV5BMTc5NzY5MTgwNV5BMl5BanBnXkFtZTYwMjc4NjQ2._V1_.jpg	
1930	Best Writing, Achievement	Hanns Kräly	The Patriot	True	nm0473134	None	
1930	Best Writing, Achievement	Bess Meredyth	A Woman of Affairs	False	nm0580648	https://m.media-amazon.com/images/M/MV5BOGNiOWRkNzItYWYzMy00OTg3LWFiYjItMDhhZWQ4MTZlMGRkXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1930	Best Writing, Achievement	Tom Barry	In Old Arizona	False	nm0058179	None	
1930	Best Writing, Achievement	Josephine Lovett	Our Dancing Daughters	False	nm0522674	None	
1930	Best Writing, Achievement	Elliott J. Clawson	Sal of Singapore	False	nm0165470	https://m.media-amazon.com/images/M/MV5BZjlhNDQ4YWMtMjkyOS00YzY4LWI1MDUtMmQ0ZGUyNmJkODQyXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg	
1930	Best Writing, Achievement	Elliott J. Clawson	Skyscraper	False	nm0165470	https://m.media-amazon.com/images/M/MV5BZjlhNDQ4YWMtMjkyOS00YzY4LWI1MDUtMmQ0ZGUyNmJkODQyXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg	
1930	Best Writing, Achievement	Elliott J. Clawson	The Cop	False	nm0165470	https://m.media-amazon.com/images/M/MV5BZjlhNDQ4YWMtMjkyOS00YzY4LWI1MDUtMmQ0ZGUyNmJkODQyXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg	
1930	Best Writing, Achievement	Hanns Kräly	The Last of Mrs. Cheyney	False	nm0473134	None	
1930	Best Writing, Achievement	Elliott J. Clawson	The Leatherneck	False	nm0165470	https://m.media-amazon.com/images/M/MV5BZjlhNDQ4YWMtMjkyOS00YzY4LWI1MDUtMmQ0ZGUyNmJkODQyXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg	
1930	Best Writing, Achievement	Tom Barry	The Valiant	False	nm0058179	None	
1930	Best Writing, Achievement	Bess Meredyth	Wonder of Women	False	nm0580648	https://m.media-amazon.com/images/M/MV5BOGNiOWRkNzItYWYzMy00OTg3LWFiYjItMDhhZWQ4MTZlMGRkXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1931	Best Actor in a Leading Role	Lionel Barrymore	A Free Soul	True	nm0000859	https://m.media-amazon.com/images/M/MV5BMTc5NzY5MTgwNV5BMl5BanBnXkFtZTYwMjc4NjQ2._V1_.jpg	
1931	Best Actor in a Leading Role	Adolphe Menjou	The Front Page	False	nm0579663	https://m.media-amazon.com/images/M/MV5BMTg2NzgyMTE3M15BMl5BanBnXkFtZTYwNTIwMTM2._V1_.jpg	
1931	Best Actor in a Leading Role	Fredric March	The Royal Family of Broadway	False	nm0545298	https://m.media-amazon.com/images/M/MV5BNTI3MDEyMzg2OF5BMl5BanBnXkFtZTYwNzA2MjI2._V1_.jpg	
1931	Best Actor in a Leading Role	Jackie Cooper	Skippy	False	nm0178114	https://m.media-amazon.com/images/M/MV5BMTkzNjYwOTY4Ml5BMl5BanBnXkFtZTcwNjU0MDYwMw@@._V1_.jpg	
1931	Best Actor in a Leading Role	Richard Dix	Cimarron	False	nm0228715	https://m.media-amazon.com/images/M/MV5BMTg4NDY3ODg2Ml5BMl5BanBnXkFtZTcwNTA0MTg2OA@@._V1_.jpg	
1931	Best Actress in a Leading Role	Marie Dressler	Min and Bill	True	nm0237597	https://m.media-amazon.com/images/M/MV5BMTczNjgxODQ0N15BMl5BanBnXkFtZTYwNjI3NjQ2._V1_.jpg	
1931	Best Actress in a Leading Role	Ann Harding	Holiday	False	nm0362267	https://m.media-amazon.com/images/M/MV5BYTAyYjIxMWUtN2E0Mi00ZWUzLWJjZjgtODQxMDFjMjljM2EzXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1931	Best Actress in a Leading Role	Irene Dunne	Cimarron	False	nm0002050	https://m.media-amazon.com/images/M/MV5BMzA1NTg0NzU2MV5BMl5BanBnXkFtZTYwNjU5OTU2._V1_.jpg	
1931	Best Actress in a Leading Role	Marlene Dietrich	Morocco	False	nm0000017	https://m.media-amazon.com/images/M/MV5BMTI0NTcyMTM5OF5BMl5BanBnXkFtZTYwOTkzMDU2._V1_.jpg	
1931	Best Actress in a Leading Role	Norma Shearer	A Free Soul	False	nm0790454	https://m.media-amazon.com/images/M/MV5BMTg4OTI0MjU5NV5BMl5BanBnXkFtZTYwNjYxNjU2._V1_.jpg	
1931	Best Art Direction	Max Rée	Cimarron	True	nm0753663	https://m.media-amazon.com/images/M/MV5BY2Y1YzljZWEtNzIzMi00ZWE3LWFhNTItNWQyNjMxZjQzOTI5XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1931	Best Art Direction	Stephen Goosson	Just Imagine	False	nm0329684	https://m.media-amazon.com/images/M/MV5BNTI4YzYyNWYtODYzMy00YTdiLWE2MTQtZDA0ZWQ0NWZmMzQ4XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1931	Best Art Direction	Ralph Hammeras	Just Imagine	False	nm0358518	None	
1931	Best Art Direction	Hans Dreier	Morocco	False	nm0237417	https://m.media-amazon.com/images/M/MV5BZDk1ZGNlZGQtZjYwNS00OWU0LTkzOTAtZGNkMjAyN2U4Yzc0XkEyXkFqcGdeQXVyMjQwOTE1MzE@._V1_.jpg	
1931	Best Art Direction	Anton Grot	Svengali	False	nm0343819	https://m.media-amazon.com/images/M/MV5BMGZkYTc1ZmItMDc3ZC00ZWQ0LThlOTItMjZmMWNjY2M4ZTcxXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1931	Best Art Direction	Richard Day	Whoopee!	False	nm0206554	None	
1931	Best Cinematography	Floyd Crosby	Tabu: A Story of the South Seas	True	nm0005677	None	
1931	Best Cinematography	Edward Cronjager	Cimarron	False	nm0005676	https://m.media-amazon.com/images/M/MV5BOTY2OGFjNmUtM2I4Yy00MGEyLTk4ZDktZDBkMTcxNzU2ZDU3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1931	Best Cinematography	Lee Garmes	Morocco	False	nm0005716	https://m.media-amazon.com/images/M/MV5BZDg4NjAyYTctZTkxNy00MjAzLThkZDYtMzUwYmQwMmM2ZDk2XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1931	Best Cinematography	Barney McGill	Svengali	False	nm0569222	None	
1931	Best Cinematography	Charles Lang	The Right to Love	False	nm0485702	https://m.media-amazon.com/images/M/MV5BMTk4OTMxMDQtMGQ0Yy00MGEyLWExNmQtZTY2NTAwMTMwYjNmXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1931	Best Director	Norman Taurog	Skippy	True	nm0851537	https://m.media-amazon.com/images/M/MV5BYmJjOTZhZTktZTg5OC00ODQxLWI1MTctM2FhMjQxYTIxYTk1XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_.jpg	
1931	Best Director	Clarence Brown	A Free Soul	False	nm0113284	https://m.media-amazon.com/images/M/MV5BOGU4MmMyYzktYjQwYi00NmFjLWI1NzktMGQ0NWQ0ODQ3OTQ4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1931	Best Director	Josef von Sternberg	Morocco	False	nm0903049	https://m.media-amazon.com/images/M/MV5BMTg1MzYxMzkyNV5BMl5BanBnXkFtZTYwNjMxNjI2._V1_.jpg	
1931	Best Director	Lewis Milestone	The Front Page	False	nm0587277	https://m.media-amazon.com/images/M/MV5BMzNhZDI4NGUtZjQ0MS00NWZlLWFiNzQtZWY5ZjcwZmRiODM0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1931	Best Director	Wesley Ruggles	Cimarron	False	nm0749484	https://m.media-amazon.com/images/M/MV5BYjBhODg4NTYtZDZlNi00ZWY4LWFiY2QtOGZiNDE3YjhmY2MxXkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_.jpg	
1931	Best Sound, Recording	Paramount Publix Corporation	Trader Horn	True	co0025751	None	
1931	Best Sound, Recording	Metro-Goldwyn-Mayer (MGM)	Trader Horn	False	co0007143	None	
1931	Best Sound, Recording	RKO Radio Pictures	Trader Horn	False	co0041421	None	
1931	Best Sound, Recording	Samuel Goldwyn Sound Department	Trader Horn	False	co0007899	None	
1931	Best Sound, Recording	United Artists	Trader Horn	False	co0026841	None	
1931	Best Writing, Adaptation	Howard Estabrook	Cimarron	True	nm0261455	https://m.media-amazon.com/images/M/MV5BZjc5OTA2MDAtYzA0OC00NjkyLWJmNmEtNjU4MTM4OWIwODgyXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1931	Best Writing, Adaptation	Horace Jackson	Holiday	False	nm0413590	None	
1931	Best Writing, Adaptation	Francis Edward Faragoh	Little Caesar	False	nm0267020	None	
1931	Best Writing, Adaptation	Robert N. Lee	Little Caesar	False	nm0498133	None	
1931	Best Writing, Adaptation	Joseph L. Mankiewicz	Skippy	False	nm0000581	https://m.media-amazon.com/images/M/MV5BMjA1MzMwMzEwNF5BMl5BanBnXkFtZTcwMTk5MjgyNw@@._V1_.jpg	
1931	Best Writing, Adaptation	Sam Mintz	Skippy	False	nm0591791	None	
1931	Best Writing, Adaptation	Seton I. Miller	The Criminal Code	False	nm0589316	None	
1931	Best Writing, Adaptation	Fred Niblo Jr.	The Criminal Code	False	nm0629240	None	
1931	Best Writing, Original Story	John Monk Saunders	The Dawn Patrol	True	nm0766850	https://m.media-amazon.com/images/M/MV5BNzRlOTgyZDUtNTRkNy00NWE1LWFhYTMtZWRmY2UxODdkNTQ2XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1931	Best Writing, Original Story	Harry d'Abbadie d'Arrast	Laughter	False	nm0195496	https://m.media-amazon.com/images/M/MV5BMzI4OTllNjctZWFiZC00NGQ3LWFlZWUtODg2ZjQ3YTg5ZDMxXkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1931	Best Writing, Original Story	Douglas Z. Doty	Laughter	False	nm0234608	None	
1931	Best Writing, Original Story	Donald Ogden Stewart	Laughter	False	nm0829330	https://m.media-amazon.com/images/M/MV5BYjRiMjZmYmQtODk3MC00NjYzLWI3YTQtMjE4MWYzZGVlNzg4XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1931	Best Writing, Original Story	Lucien Hubbard	Smart Money	False	nm0399203	https://m.media-amazon.com/images/M/MV5BNzIxNWIzZTAtZDA0Ny00ODA0LWI4YWEtMjc0YTBlZDAxMTQwXkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1931	Best Writing, Original Story	Joseph Jackson	Smart Money	False	nm0413711	None	
1931	Best Writing, Original Story	Rowland Brown	The Doorway to Hell	False	nm0114602	None	
1931	Best Writing, Original Story	John Bright	The Public Enemy	False	nm0109148	None	
1931	Best Writing, Original Story	Kubec Glasmon	The Public Enemy	False	nm0321891	None	
1932	Best Actor in a Leading Role	Fredric March	Dr. Jekyll and Mr. Hyde	True	nm0545298	https://m.media-amazon.com/images/M/MV5BNTI3MDEyMzg2OF5BMl5BanBnXkFtZTYwNzA2MjI2._V1_.jpg	
1932	Best Actor in a Leading Role	Wallace Beery	The Champ	True	nm0000891	https://m.media-amazon.com/images/M/MV5BMTIxOTI0OTM1NF5BMl5BanBnXkFtZTYwNjUwMTM2._V1_.jpg	
1932	Best Actor in a Leading Role	Alfred Lunt	The Guardsman	False	nm0526795	https://m.media-amazon.com/images/M/MV5BZDVlNTIwNzQtZDRlNy00ZmE5LTliMDYtMjhmMmUwMDE1ZDRhXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1932	Best Actress in a Leading Role	Helen Hayes	The Sin of Madelon Claudet	True	nm0371040	https://m.media-amazon.com/images/M/MV5BMTIwMDgxODAzNF5BMl5BanBnXkFtZTYwMDczNDM2._V1_.jpg	
1932	Best Actress in a Leading Role	Lynn Fontanne	The Guardsman	False	nm0285007	https://m.media-amazon.com/images/M/MV5BZDcyMGY3Y2MtNDc4ZS00YmU5LWEwMTQtNmY1ZDFiMWRmODBjXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1932	Best Actress in a Leading Role	Marie Dressler	Emma	False	nm0237597	https://m.media-amazon.com/images/M/MV5BMTczNjgxODQ0N15BMl5BanBnXkFtZTYwNjI3NjQ2._V1_.jpg	
1932	Best Art Direction	Gordon Wiles	Transatlantic	True	nm0928781	None	
1932	Best Art Direction	Richard Day	Arrowsmith	False	nm0206554	None	
1932	Best Art Direction	Lazare Meerson	À nous la liberté	False	nm0576226	None	
1932	Best Cinematography	Lee Garmes	Shanghai Express	True	nm0005716	https://m.media-amazon.com/images/M/MV5BZDg4NjAyYTctZTkxNy00MjAzLThkZDYtMzUwYmQwMmM2ZDk2XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1932	Best Cinematography	Ray June	Arrowsmith	False	nm0432482	https://m.media-amazon.com/images/M/MV5BZDY5ZWM5MWYtMDdlMy00MzhmLTg2MmMtZDA1NTgwM2ZiZTY4XkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1932	Best Cinematography	Karl Struss	Dr. Jekyll and Mr. Hyde	False	nm0835365	https://m.media-amazon.com/images/M/MV5BMGIxM2Q1YTEtZDcyMS00ODQwLWFhMzEtM2E5ZjMyZTdiMDg0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1932	Best Director	Frank Borzage	Bad Girl	True	nm0097648	https://m.media-amazon.com/images/M/MV5BNmM1MWM2OGQtMWRmOS00ZDg3LTg1ODUtN2JhNmMzNzc2MzJkXkEyXkFqcGdeQXVyNTUyMTMyMDg@._V1_.jpg	
1932	Best Director	Josef von Sternberg	Shanghai Express	False	nm0903049	https://m.media-amazon.com/images/M/MV5BMTg1MzYxMzkyNV5BMl5BanBnXkFtZTYwNjMxNjI2._V1_.jpg	
1932	Best Director	King Vidor	The Champ	False	nm0896542	https://m.media-amazon.com/images/M/MV5BNGIxOTgxZjAtNmZlYy00MjA0LTk1ZjYtMjg5ZGRjMzliNDZjXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1932	Best Short Subject, Cartoons	Walt Disney	Flowers and Trees	True	nm0000370	https://m.media-amazon.com/images/M/MV5BMjIxMTUyNjc5OF5BMl5BanBnXkFtZTcwMjMwNjYwNA@@._V1_.jpg	
